participant_id,block_index,trial_index_global,trial_index_block,letter,is_target,has_distractor,distractor_level,distractor_type,distractor_onset_ms,distractor_duration_ms,distractor_pos_px_x,distractor_pos_px_y,distractor_quadrant,stim_duration_ms,isi_ms,response_key,response_time_ms,is_hit,is_omission,is_commission,timestamp_ms
anon,1,1,1,queen of spades,0,1,notification,notification,259.0,2393.0,1212.0,491.0,right,1300,800,none,,0,0,0,1761856810383
anon,1,1,2,7 of diamonds,1,1,banner,none,,,,,,1300,800,space,1149.0,1,0,0,1761856812496
anon,1,1,3,10 of diamonds,0,1,shape,shape,388.0,2337.0,1338.0,61.0,top,1300,800,none,,0,0,0,1761856814618
anon,1,1,4,7 of diamonds,1,1,banner,none,,,,,,1300,800,space,1014.0,1,0,0,1761856816744
anon,1,1,5,4 of spades,0,0,none,none,,,,,,1300,800,none,,0,0,0,1761856818868
anon,1,1,6,ace of spades,0,1,banner,none,,,,,,1300,800,none,,0,0,0,1761856820992
anon,1,1,7,6 of hearts,0,1,notification,notification,240.0,2519.0,32.0,241.0,left,1300,800,none,,0,0,0,1761856823118
anon,1,1,8,10 of clubs,0,0,none,none,,,,,,1300,800,none,,0,0,0,1761856825241
anon,1,1,9,3 of diamonds,0,1,notification,notification,165.0,1723.0,1198.0,407.0,right,1300,800,none,,0,0,0,1761856827367
anon,1,1,10,6 of diamonds,0,1,shape,shape,224.0,2387.0,980.0,36.0,top,1300,800,space,853.0,0,0,1,1761856829493
anon,2,11,1,7 of diamonds,1,1,shape,shape,296.0,1943.0,183.0,316.0,left,1300,800,space,1234.0,1,0,0,1761856834780
anon,2,11,2,4 of clubs,0,1,falsecard,falsecard,271.0,1137.0,77.0,128.0,left,1300,800,none,,0,0,0,1761856836900
anon,2,11,3,8 of clubs,0,1,shape,shape,274.0,2641.0,132.0,310.0,left,1300,800,none,,0,0,0,1761856839013
anon,2,11,4,7 of diamonds,1,1,falsecard,falsecard,212.0,1393.0,1242.0,291.0,right,1300,800,none,,0,1,0,1761856841133
anon,2,11,5,ace of diamonds,0,1,banner,none,,,,,,1300,800,none,,0,0,0,1761856843258
anon,2,11,6,ace of spades,0,1,ripple,ripple,354.0,1784.0,241.0,258.0,left,1300,800,none,,0,0,0,1761856845383
anon,2,11,7,black joker,0,1,falsecard,falsecard,344.0,1168.0,97.0,427.0,left,1300,800,none,,0,0,0,1761856847507
anon,2,11,8,2 of clubs,0,1,screen,none,,,,,,1300,800,none,,0,0,0,1761856849617
anon,2,11,9,king of clubs,0,1,screen,none,,,,,,1300,800,none,,0,0,0,1761856851742
anon,2,11,10,queen of spades,0,1,notification,notification,382.0,2322.0,26.0,363.0,left,1300,800,none,,0,0,0,1761856853868
anon,3,21,1,6 of clubs,0,1,banner,none,,,,,,1420,800,none,,0,0,0,1761856859523
anon,3,21,2,7 of diamonds,1,1,falsecard,falsecard,190.0,941.0,1235.0,223.0,right,1420,800,space,1093.0,1,0,0,1761856861757
anon,3,21,3,10 of spades,0,1,falsecard,falsecard,335.0,1595.0,65.0,183.0,left,1420,800,none,,0,0,0,1761856863992
anon,3,21,4,king of clubs,0,1,ripple,ripple,342.0,1693.0,369.0,33.0,top,1420,800,none,,0,0,0,1761856866227
anon,3,21,5,6 of clubs,0,0,none,none,,,,,,1420,800,none,,0,0,0,1761856868461
anon,3,21,6,7 of diamonds,1,1,falsecard,falsecard,315.0,1083.0,98.0,432.0,left,1420,800,none,,0,1,0,1761856870696
anon,3,21,7,8 of spades,0,1,shape,shape,242.0,1733.0,1387.0,530.0,right,1420,800,none,,0,0,0,1761856872931
anon,3,21,8,8 of diamonds,0,1,shape,shape,199.0,2542.0,1406.0,343.0,right,1420,800,none,,0,0,0,1761856875166
anon,3,21,9,king of spades,0,1,ripple,ripple,325.0,2703.0,1389.0,585.0,right,1420,800,none,,0,0,0,1761856877399
anon,3,21,10,5 of spades,0,1,ripple,ripple,378.0,2335.0,82.0,644.0,left,1420,800,none,,0,0,0,1761856879633
